Symbol,Exchange,Sector,Company name,Country
CENTRALBK.NS,NSE,Bank - Public,Central Bank of India,India
CENTRUM.NS,NSE,Finance - Investment,Centrum Capital Limited,India
CENTUM.NS,NSE,Electronics - Components,Centum Electronics Limited,India
CENTURYPLY.NS,NSE,Wood & Wood Products,Century Plyboards ,India
CENTURYTEX.NS,NSE,Diversified,Century Textiles and Industries Limited,India
CERA.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Cera Sanitaryware Limited,India
CEREBRAINT.NS,NSE,Trading,Cerebra Integrated Technologies Limited,India
CESC.NS,NSE,Power Generation/Distribution,CESC Limited,India
CGCL.NS,NSE,Finance - Investment,Capri Global Capital Limited,India
CGCL.RE.NS,NSE,Not Available,Capri Global Cap Ltd,India
CGPOWER.NS,NSE,Electric Equipment,CG Power and Industrial Solutions Limited,India
CHALET.NS,NSE,"Hotel, Resort & Restaurants",Chalet Hotels Limited,India
CHAMBLFERT.NS,NSE,Fertilizers,Chambal Fertilisers and Chemicals Limited,India
CHEMBOND.NS,NSE,Chemicals,Chembond Chemicals Limited,India
CHEMCON.NS,NSE,Chemicals,Chemcon Speciality Chemicals Limited,India
CHEMFAB.NS,NSE,Chemicals,Chemfab Alkalis Limited,India
CHEMPLASTS.NS,NSE,Chemicals,Chemplast Sanmar Limited,India
CHENNPETRO.NS,NSE,Refineries,Chennai Petroleum Corporation Limited,India
CHEVIOT.NS,NSE,Textile,Cheviot Company Limited,India
CHOICEIN.NS,NSE,Finance - Stock Broking,Choice International Limited,India
CHOLAFIN.NS,NSE,Finance - NBFC,Cholamandalam Investment and Finance Company Limited,India
CHOLAHLDNG.NS,NSE,Finance - Investment,Cholamandalam Financial Holdings Limited,India
CHROMATIC.NS,NSE,Finology One,Chromatic India Limited,India
CIGNITITEC.NS,NSE,IT - Software,Cigniti Technologies Limited,India
CIMMCO.NS,NSE,Finology One,Cimmco Limited,India
CINELINE.NS,NSE,"Film Production, Distribution & Entertainment",Cineline India Limited,India
CINEVISTA.NS,NSE,"Film Production, Distribution & Entertainment",Cinevista Limited,India
CIPLA.NS,NSE,Pharmaceuticals & Drugs,Cipla Limited,India
CKFSL.NS,NSE,Finology One,Cox & Kings Financial Service Limited,India
CLEAN.NS,NSE,Chemicals,Clean Science and Technology Limited,India
CLEDUCATE.NS,NSE,Educational Institutions,CL Educate Limited,India
CLNINDIA.NS,NSE,Finology One,Clariant Chemicals ,India
CLOUD.SM.NS,NSE,Not Available,VARANIUM CLOUD LIM,India
CLSEL.NS,NSE,Consumer Food,Chaman Lal Setia Exp Ltd,India
CMICABLES.NS,NSE,Cable,CMI Limited,India
CMNL.SM.NS,NSE,Not Available,CHAMAN METALLICS L,India
CMNL.ST.NS,NSE,Not Available,Chaman Metallics Limited,India
CMRSL.SM.NS,NSE,Not Available,CYBER MEDIA RESEAR,India
CMSINFO.NS,NSE,BPO/ITeS,CMS Info Systems Limited,India
CNOVAPETRO.NS,NSE,Textile - Spinning,CIL Nova Petrochemicals Limited,India
COALINDIA.NS,NSE,Mining & Minerals,Coal India Limited,India
COASTCORP.NS,NSE,Consumer Food,Coastal Corporation Limited,India
COCHINSHIP.NS,NSE,Ship Building,Cochin Shipyard Limited,India
COFFEEDAY.NS,NSE,"Hotel, Resort & Restaurants",Coffee Day Enterprises Limited,India
COFORGE.NS,NSE,IT - Software,COFORGE Limited,India
COLPAL.NS,NSE,Household & Personal Products,Colgate-Palmolive ,India
COMPINFO.NS,NSE,Trading,Compuage Infocom Limited,India
COMPUSOFT.NS,NSE,IT - Education,Compucom Software Limited,India
CONCOR.NS,NSE,Logistics,Container Corporation of India Limited,India
CONFIPET.NS,NSE,Industrial  Gases & Fuels,Confidence Petroleum India Limited,India
CONSOFINVT.NS,NSE,Finance - NBFC,Consolidated Finvest & Holdings Limited,India
CONSUMBEES.NS,NSE,Finology One,NIP IND ETF CONSUMPTION,India
CONTI.SM.NS,NSE,Not Available,CONTINENTAL SEEDS,India
CONTROLPR.NS,NSE,IT - Hardware,Control Print Limited,India
COOLCAPS.SM.NS,NSE,Not Available,COOL CAPS INDUSTRI,India
CORALFINAC.NS,NSE,Finance - NBFC,Coral India Finance and Housing Limited,India
CORDSCABLE.NS,NSE,Cable,Cords Cable Industries Limited,India
COROMANDEL.NS,NSE,Fertilizers,Coromandel International Limited,India
COSMOFILMS.NS,NSE,Finology One,Cosmo Films Limited,India
COSMOFIRST.NS,NSE,Plastic Products,Cosmo First Limited,India
COUNCODOS.NS,NSE,Construction - Real Estate,Country Condo's Limited,India
COX&KINGS.NS,NSE,Not Available,Cox & Kings Limited,India
CRAFTSMAN.NS,NSE,Engineering - Industrial Equipments,Craftsman Automation Limited,India
CREATIVE.NS,NSE,Trading,Creative Peripherals and Distribution Limited,India
CREATIVEYE.NS,NSE,TV Broadcasting & Software Production,Creative Eye Limited,India
CREDITACC.NS,NSE,Finance - NBFC,CreditAccess Grameen Limited,India
CREST.NS,NSE,Finance - NBFC,Crest Ventures Limited,India
CRISIL.NS,NSE,Ratings,CRISIL Limited,India
CROMPTON.NS,NSE,Consumer Durables - Domestic Appliances,Crompton Greaves Consumer Electricals Limited,India
CROWN.NS,NSE,Miscellaneous,Crown Lifters Limited,India
CSBBANK.NS,NSE,Bank - Private,CSB Bank Limited,India
CSLFINANCE.NS,NSE,Finance - NBFC,CSL Finance Limited,India
CTE.NS,NSE,IT - Software,Cambridge Technology Enterprises Limited,India
CUB.NS,NSE,Bank - Private,City Union Bank Ltd.,India
CUBEXTUB.NS,NSE,Metal - Non Ferrous,Cubex Tubings Limited,India
CUMMINSIND.NS,NSE,Diesel Engines,Cummins India Limited,India
CUPID.NS,NSE,Household & Personal Products,Cupid Limited,India
CYBERMEDIA.NS,NSE,Printing And Publishing,Cyber Media ,India
CYBERTECH.NS,NSE,IT - Software,CyberTech Systems and Software Limited,India
CYIENT.NS,NSE,IT - Software,Cyient Limited,India
DAAWAT.NS,NSE,Consumer Food,LT Foods Limited,India
DABUR.NS,NSE,Household & Personal Products,Dabur India Limited,India
DALBHARAT.NS,NSE,Cement & Construction Materials,Dalmia Bharat Limited,India
DALMIASUG.NS,NSE,Sugar,Dalmia Bharat Sugar and Industries Limited,India
DAMODARIND.NS,NSE,Textile - Spinning,Damodar Industries Limited,India
DANGEE.NS,NSE,Consumer Food,Dangee Dums Limited,India
DATAMATICS.NS,NSE,IT - Software,Datamatics Global Services Limited,India
DATAPATTNS.NS,NSE,Electronics - Components,Data Patterns ,India
DBCORP.NS,NSE,Printing And Publishing,D. B. Corp Limited,India
DBL.NS,NSE,Construction - Real Estate,Dilip Buildcon Limited,India
DBOL.NS,NSE,Sugar,Dhampur Bio Organics Limited,India
DBREALTY.NS,NSE,Construction - Real Estate,D B Realty Limited,India
DBSTOCKBRO.NS,NSE,Finance - Stock Broking,DB ,India
DCAL.NS,NSE,Pharmaceuticals & Drugs,Dishman Carbogen Amcis Limited,India
DCBBANK.NS,NSE,Bank - Private,DCB Bank Limited,India
DCI.NS,NSE,IT - Hardware,DC Infotech and Communication Limited,India
DCM.NS,NSE,Textile - Spinning,DCM Limited,India
DCMFINSERV.NS,NSE,Finance - NBFC,DCM Financial Services Limited,India
DCMNVL.NS,NSE,Textile,DCM Nouvelle Limited,India
DCMSHRIRAM.NS,NSE,Diversified,DCM Shriram Limited,India
DCMSRIND.NS,NSE,Sugar,DCM Shriram Ind Ltd,India
DCW.NS,NSE,Chemicals,DCW Limited,India
DCXINDIA.NS,NSE,Electronics - Components,DCX Systems Limited,India
DECCANCE.NS,NSE,Cement & Construction Materials,Deccan Cements Limited,India
DEEPAKFERT.NS,NSE,Fertilizers,Deepak Fertilisers And Petrochemicals Corporation Limited,India
DEEPAKNTR.NS,NSE,Chemicals,Deepak Nitrite Limited,India
DEEPENR.NS,NSE,Oil Exploration,Deep Energy Resources Limited,India
DEEPINDS.NS,NSE,Engineering,Deep Industries Limited,India
DELHIVERY.NS,NSE,Courier  Services,Delhivery Limited,India
DELPHIFX.NS,NSE,Finance - Others,Delphi World Money Limited,India
DELTACORP.NS,NSE,Miscellaneous,Delta Corp Limited,India
DELTAMAGNT.NS,NSE,Electric Equipment,Delta Manufacturing Limited,India
DEN.NS,NSE,TV Broadcasting & Software Production,DEN Networks Limited,India
DENORA.NS,NSE,Electrodes & Welding Equipment,De Nora India Limited,India
DESTINY.SM.NS,NSE,Not Available,DESTINY LOGISTICS,India
DEVIT.NS,NSE,IT - Software,Dev Information Technology Limited,India
DEVYANI.NS,NSE,Consumer Food,Devyani International Limited,India
DFMFOODS.NS,NSE,Consumer Food,DFM Foods Limited,India
DGCONTENT.NS,NSE,Printing & Stationery,Digicontent Limited,India
DHAMPURSUG.NS,NSE,Sugar,Dhampur Sugar Mills Limited,India
DHANBANK.NS,NSE,Bank - Private,Dhanlaxmi Bank Limited,India
DHANI.NS,NSE,Finance - Stock Broking,Dhani Services Limited,India
DHANUKA.NS,NSE,Pesticides & Agrochemicals,Dhanuka Agritech Limited,India
DHARMAJ.NS,NSE,Pesticides & Agrochemicals,Dharmaj Crop Guard Limited,India
DHARSUGAR.NS,NSE,Sugar,Dharani Sugars and Chemicals Limited,India
DHRUV.NS,NSE,Engineering,Dhruv Consultancy Services Limited,India
DHUNINV.NS,NSE,Finance - Investment,Dhunseri Investments Limited,India
DIAMONDYD.NS,NSE,Consumer Food,Prataap Snacks Limited,India
DIAPOWER.NS,NSE,Finology One,Diamond Power Infrastructure Limited,India
DICIND.NS,NSE,Chemicals,DIC India Limited,India
DIGISPICE.NS,NSE,IT - Software,DiGiSPICE Technologies Limited,India
DIGJAMLMTD.NS,NSE,Textile - Weaving,Digjam Limited,India
DIGJAMLTD.NS,NSE,Finology One,Digjam Limited,India
DIL.NS,NSE,Engineering,Debock Industries Limited,India
DISHTV.NS,NSE,TV Broadcasting & Software Production,Dish TV India Limited,India
DIVISLAB.NS,NSE,Pharmaceuticals & Drugs,Divi's Laboratories Limited,India
DIVOPPBEES.NS,NSE,Finology One,Nippon India Mutual Fund - Nippon India ETF Dividend Opportunities,India
DIXON.NS,NSE,Consumer Durables - Electronics,Dixon Technologies ,India
DJML.NS,NSE,Printing And Publishing,DJ Mediaprint & Logistics Limited,India
DKEGL.SM.NS,NSE,Not Available,DK ENTERPRISES GLO,India
DLF.NS,NSE,Construction - Real Estate,DLF Limited,India
DLINKINDIA.NS,NSE,IT - Networking,D-Link ,India
DMART.NS,NSE,Retailing,Avenue Supermarts Limited,India
DMCC.NS,NSE,Chemicals,DMCC Speciality Chemicals Limited,India
DNAMEDIA.NS,NSE,Printing And Publishing,Diligent Media Corporation Limited,India
DODLA.NS,NSE,Consumer Food,Dodla Dairy Limited,India
DOLATALGO.NS,NSE,Finance - Stock Broking,Dolat Algotech Limited,India
DOLLAR.NS,NSE,Textile,Dollar Industries Limited,India
DOLLEX.SM.NS,NSE,Not Available,DOLLEX AGROTECH LT,India
DOLPHINOFF.NS,NSE,Finology One,Dolphin Offshore Enterprises ,India
DONEAR.NS,NSE,Textile,Donear Industries Limited,India
DPABHUSHAN.NS,NSE,Trading,D. P. Abhushan Limited,India
DPSCLTD.NS,NSE,Power Generation/Distribution,India Power Corporation Limited,India
DPWIRES.NS,NSE,Steel & Iron Products,D.P. Wires Limited,India
DQE.NS,NSE,Finology One,DQ Entertainment ,India
DRCSYSTEMS.NS,NSE,IT - Software,DRC Systems India Limited,India
DREAMFOLKS.NS,NSE,Miscellaneous,Dreamfolks Services Limited,India
DREDGECORP.NS,NSE,Shipping,Dredging Corporation of India Limited,India
DRL.SM.NS,NSE,Not Available,DHANUKA REALTY LTD,India
DRREDDY.NS,NSE,Pharmaceuticals & Drugs,Dr. Reddy's Laboratories Limited,India
DSPBANKETF.NS,NSE,Finology One,DSPAMC - DSPBANKETF,India
DSPSILVETF.NS,NSE,Finology One,DSP Silver ETF,India
DSSL.NS,NSE,IT - Software,Dynacons Systems & Solutions Limited,India
DTIL.NS,NSE,Tea/Coffee,Dhunseri Tea & Industries Limited,India
DUCOL.SM.NS,NSE,Not Available,DUCOL ORGANICS AND,India
DUCOL.ST.NS,NSE,Not Available,Ducol Orgs and Colours Lt,India
DUCON.NS,NSE,IT - Hardware,Ducon Infratechnolgies Limited,India
DUGLOBAL.SM.NS,NSE,Not Available,DUDIGITAL GLOBAL LIMITED,India
DVL.NS,NSE,Chemicals,Dhunseri Ventures Limited,India
DWARKESH.NS,NSE,Sugar,Dwarikesh Sugar Industries Limited,India
DYCL.NS,NSE,Cable,Dynamic Cables Limited,India
DYNAMATECH.NS,NSE,Compressors / Pumps,Dynamatic Technologies Limited,India
DYNAMIC.SM.NS,NSE,Not Available,DYNAMIC SERVICES &,India
DYNPRO.NS,NSE,Dyes & Pigments,Dynemic Products Limited,India
E2E.NS,NSE,IT - Hardware,E2E Networks Limited,India
EASEMYTRIP.NS,NSE,Travel Services,Easy Trip Planners Limited,India
EASTSILK.NS,NSE,Textile,Eastern Silk Industries Limited,India
EASUNREYRL.NS,NSE,Finology One,Easun Reyrolle Limited,India
EBBETF0433.NS,NSE,Finology One,"Edelweiss Asset Management Ltd. - Edelweiss Mutual Fund - Edelweiss Bharat Bond ETF, April 2033",India
EC1RD.MF.NS,NSE,Not Available,SUNDARAM MUTUAL FU EMERGING SMA,India
EC1RG.MF.NS,NSE,Not Available,SUNDARAM MUTUAL FU EMERGING SMA,India
EC2RG.MF.NS,NSE,Not Available,SUNDARAM AMC LTD EMERGING SMALL,India
EC4RG.MF.NS,NSE,Not Available,SUNDARAM AMC LTD EMERGING SMALL,India
EC5RG.MF.NS,NSE,Not Available,SUNDARAM MUTUAL FU EMERGING SMA,India
ECLERX.NS,NSE,BPO/ITeS,eClerx Services Limited,India
EDELWEISS.NS,NSE,Finance - NBFC,Edelweiss Financial Services Limited,India
EDUCOMP.NS,NSE,IT - Education,Educomp Solutions Limited,India
EICHERMOT.NS,NSE,Automobile Two & Three Wheelers,Eicher Motors Limited,India
EIDPARRY.NS,NSE,Sugar,E.I.D.- Parry ,India
EIFFL.NS,NSE,Consumer Food,Euro India Fresh Foods Limited,India
EIHAHOTELS.NS,NSE,"Hotel, Resort & Restaurants",EIH Associated Hotels Limited,India
EIHOTEL.NS,NSE,"Hotel, Resort & Restaurants",EIH Limited,India
EIMCOELECO.NS,NSE,Engineering - Industrial Equipments,Eimco Elecon ,India
EKC.NS,NSE,Engineering - Industrial Equipments,Everest Kanto Cylinder Limited,India
ELDEHSG.NS,NSE,Construction - Real Estate,Eldeco Housing and Industries Limited,India
ELECON.NS,NSE,Engineering - Industrial Equipments,Elecon Engineering Company Limited,India
ELECTCAST.NS,NSE,Castings/Forgings,Electrosteel Castings Limited,India
ELECTHERM.NS,NSE,Steel & Iron Products,Electrotherm ,India
ELGIEQUIP.NS,NSE,Compressors / Pumps,ELGI Equipments Limited,India
ELGIRUBCO.NS,NSE,Rubber  Products,Elgi Rubber Company Limited,India
ELIN.NS,NSE,Engineering - Industrial Equipments,Elin Electronics Limited,India
EMAMILTD.NS,NSE,Household & Personal Products,Emami Limited,India
EMAMIPAP.NS,NSE,Paper & Paper Products,Emami Paper Mills Limited,India
EMAMIREAL.NS,NSE,Construction - Real Estate,Emami Realty Limited,India
EMBASSY.BL.NS,NSE,Not Available,EMBASSY OFFICE PAR,India
EMBASSY.RR.NS,NSE,Not Available,EMBASSY OFFICE PAR,India
EMCO.NS,NSE,Finology One,EMCO Limited,India
EMIL.NS,NSE,Retailing,Electronics Mart India Limited,India
EMKAY.NS,NSE,Finance - Stock Broking,Emkay Global Financial Services Limited,India
EMKAYTOOLS.SM.NS,NSE,Not Available,EMKAY TAPS AND CUT,India
EMMBI.NS,NSE,Plastic Products,Emmbi Industries Limited,India
EMUDHRA.NS,NSE,BPO/ITeS,eMudhra Limited,India
ENDURANCE.NS,NSE,Auto Ancillary,Endurance Technologies Limited,India
ENERGYDEV.NS,NSE,Power Generation/Distribution,Energy Development Company Limited,India
ENGINERSIN.NS,NSE,Engineering,Engineers India Limited,India
ENIL.NS,NSE,TV Broadcasting & Software Production,Entertainment Network ,India
EON.NS,NSE,Finology One,Eon Electric Limited,India
EPL.NS,NSE,Plastic Products,EPL Limited,India
EQ30.NS,NSE,Finology One,Edelweiss ETF - Nifty 100 Quality 30,India
EQUIPPP.NS,NSE,Trading,Equippp Social Impact Technologies Limited,India
EQUITAS.NS,NSE,Finology One,Equitas Holdings Limited,India
EQUITASBNK.NS,NSE,Bank - Private,Equitas Small Finance Bank Limited,India
ERIS.NS,NSE,Pharmaceuticals & Drugs,Eris Lifesciences Limited,India
EROSMEDIA.NS,NSE,"Film Production, Distribution & Entertainment",Eros International Media Limited,India
ESABINDIA.NS,NSE,Electrodes & Welding Equipment,ESAB India Limited,India
ESCORTS.NS,NSE,Automobiles-Tractors,Escorts Limited,India
ESSARSHPNG.NS,NSE,Shipping,Essar Shipping Limited,India
ESSENTIA.NS,NSE,Textile,Integra Essentia Limited,India
ESTER.NS,NSE,Plastic Products,Ester Industries Limited,India
ETHOSLTD.NS,NSE,Retailing,Ethos Limited,India
EUROBOND.SM.NS,NSE,Not Available,EURO PANEL PRODUCT,India
EUROCERA.NS,NSE,Finology One,Euro Ceramics Limited,India
EUROMULTI.NS,NSE,Finology One,Euro Multivision Limited,India
EVEREADY.NS,NSE,Batteries,Eveready Industries India Limited,India
EVERESTIND.NS,NSE,Cement & Construction Materials,Everest Industries Limited,India
EXCEL.NS,NSE,Trading,Excel Realty N Infra Limited,India
EXCELINDUS.NS,NSE,Pesticides & Agrochemicals,Excel Industries Limited,India
EXIDEIND.NS,NSE,Batteries,Exide Industries Limited,India
EXPLEOSOL.NS,NSE,IT - Software,Expleo Solutions Limited,India
EXXARO.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Exxaro Tiles Limited,India
FACT.NS,NSE,Fertilizers,The Fertilisers And Chemicals Travancore Limited,India
FAIRCHEMOR.NS,NSE,Chemicals,Fairchem Organics Limited,India
FAZE3Q.NS,NSE,Textile,Faze Three Limited,India
FCL.NS,NSE,Chemicals,Fineotex Chemical Limited,India
FCONSUMER.NS,NSE,Trading,Future Consumer Limited,India
FCSSOFT.NS,NSE,IT - Software,FCS Software Solutions Limited,India
FDC.NS,NSE,Pharmaceuticals & Drugs,FDC Limited,India
FEDERALBNK.NS,NSE,Bank - Private,The Federal Bank Limited,India
FEL.NS,NSE,Retailing,Future Enterprises Limited,India
FELDVR.NS,NSE,Miscellaneous,Future Enterprises Limited,India
FELIX.SM.NS,NSE,Not Available,FELIX INDUSTRIES L,India
FIBERWEB.NS,NSE,Textile,Fiberweb India Limited,India
FICRF2GP.MF.NS,NSE,Not Available,FRANTEMAMC - FICRF2GP,India
FIDEL.SM.NS,NSE,Not Available,Fidel Softech Limited,India
FIEMIND.NS,NSE,Auto Ancillary,Fiem Industries Limited,India
FILATEX.NS,NSE,Textile - Spinning,Filatex India Limited,India
FINCABLES.NS,NSE,Cable,Finolex Cables Limited,India
FINEORG.NS,NSE,Chemicals,Fine Organic Industries Limited,India
FINOPB.NS,NSE,Bank - Private,Fino Payments Bank Limited,India
FINPIPE.NS,NSE,Plastic Products,Finolex Industries Limited,India
FIVESTAR.NS,NSE,Finance - NBFC,Five-Star Business Finance Limited,India
FLEXITUFF.NS,NSE,Textile,Flexituff Ventures International Limited,India
FLFL.NS,NSE,Retailing,Future Lifestyle Fashions Limited,India
FLUOROCHEM.NS,NSE,Chemicals,Gujarat Fluorochemicals Limited,India
FMGOETZE.NS,NSE,Auto Ancillary,Federal-Mogul Goetze ,India
FMNL.NS,NSE,Miscellaneous,Future Market Networks Limited,India
FOCE.SM.NS,NSE,Not Available,FOCE INDIA LTD,India
FOCUS.NS,NSE,Electric Equipment,Focus Lighting and Fixtures Limited,India
FOODSIN.NS,NSE,Consumer Food,Foods & Inns Limited,India
FORCEMOT.NS,NSE,Automobiles-Trucks/Lcv,Force Motors Limited,India
FORTIS.NS,NSE,Hospital & Healthcare Services,Fortis Healthcare Limited,India
FOSECOIND.NS,NSE,Chemicals,Foseco India Limited,India
FRETAIL.NS,NSE,Retailing,Future Retail Limited,India
FROG.SM.NS,NSE,Not Available,FROG CELLSAT PVT L,India
FSC.NS,NSE,Logistics,Future Supply Chain Solutions Limited,India
FSL.NS,NSE,BPO/ITeS,Firstsource Solutions Limited,India
FUSION.NS,NSE,Finance - NBFC,Fusion Micro Finance Limited,India
GABRIEL.NS,NSE,Auto Ancillary,Gabriel India Limited,India
GAEL.NS,NSE,Solvent  Extraction,Gujarat Ambuja Exports Limited,India
GAIL.NS,NSE,Industrial  Gases & Fuels,GAIL ,India
GAL.NS,NSE,Steel & Iron Products,Gyscoal Alloys Limited,India
GALAXYSURF.NS,NSE,Household & Personal Products,Galaxy Surfactants Limited,India
GALLANTT.NS,NSE,Steel & Iron Products,Gallantt Metal Limited,India
GANDHITUBE.NS,NSE,Steel & Iron Products,Gandhi Special Tubes Limited,India
GANECOS.NS,NSE,Textile - Manmade  Fibres,Ganesha Ecosphere Limited,India
GANESHBE.NS,NSE,Chemicals,Ganesh Benzoplast Limited,India
GANESHHOUC.NS,NSE,Construction - Real Estate,Ganesh Housing Corporation Limited,India
GANGAFORGE.NS,NSE,Forgings,Ganga Forging Limited,India
GANGESSECU.NS,NSE,Finance - Investment,Ganges Securities Limited,India
GANGOTRI.NS,NSE,Textile - Spinning,Gangotri Textiles Limited,India
GARFIBRES.NS,NSE,Textile,Garware Technical Fibres Limited,India
GATEWAY.NS,NSE,Logistics,Gateway Distriparks Limited,India
GATI.NS,NSE,Logistics,Gati Limited,India
GAYAHWS.NS,NSE,Engineering - Construction,Gayatri Highways Limited,India
GAYAPROJ.NS,NSE,Engineering - Construction,Gayatri Projects Limited,India
GBGLOBAL.NS,NSE,Finology One,GB Global Limited,India
GEECEE.NS,NSE,Construction - Real Estate,GeeCee Ventures Limited,India
GEEKAYWIRE.NS,NSE,Steel & Iron Products,Geekay Wires Limited,India
GENCON.NS,NSE,Engineering - Construction,Generic Engineering Construction and Projects Limited,India
GENESYS.NS,NSE,IT - Software,Genesys International Corporation Limited,India
GENUSPAPER.NS,NSE,Paper & Paper Products,Genus Paper & Boards Limited,India
GENUSPOWER.NS,NSE,Engineering - Industrial Equipments,Genus Power Infrastructures Limited,India
GEOJITFSL.NS,NSE,Finance - Stock Broking,Geojit Financial Services Limited,India
GEPIL.NS,NSE,Engineering - Construction,GE Power India Limited,India
GESHIP.NS,NSE,Shipping,The Great Eastern Shipping Company Limited,India
GET&D.NS,NSE,Not Available,GE T&D India Limited,India
GFLLIMITED.NS,NSE,Finance - Investment,GFL Limited,India
GFSTEELS.NS,NSE,Steel & Iron Products,Grand Foundry Ltd.,India
GHCL.NS,NSE,Chemicals,GHCL Limited,India
GICHSGFIN.NS,NSE,Finance - Housing,GIC Housing Finance Limited,India
GICRE.NS,NSE,Insurance,General Insurance Corporation of India,India
GILLANDERS.NS,NSE,Diversified,Gillanders Arbuthnot and Company Limited,India
GILLETTE.NS,NSE,Household & Personal Products,Gillette India Limited,India
GILT5YBEES.NS,NSE,Finology One,RELCAPAMC - NETFGILT5Y,India
GINNIFILA.NS,NSE,Textile - Spinning,Ginni Filaments Limited,India
GIPCL.NS,NSE,Power Generation/Distribution,Gujarat Industries Power Company Limited,India
GIRIRAJ.SM.NS,NSE,Not Available,GIRIRAJ CIVIL DEVE,India
GIRRESORTS.NS,NSE,"Hotel, Resort & Restaurants",GIR Natureview Resorts Limited,India
GISOLUTION.NS,NSE,Engineering - Construction,GI Engineering Solutions Limited,India
GKWLIMITED.NS,NSE,Miscellaneous,GKW Limited,India
GLAND.NS,NSE,Pharmaceuticals & Drugs,Gland Pharma Limited,India
GLAXO.NS,NSE,Pharmaceuticals & Drugs,GlaxoSmithKline Pharmaceuticals Limited,India
GLENMARK.NS,NSE,Pharmaceuticals & Drugs,Glenmark Pharmaceuticals Limited,India
GLFL.NS,NSE,Finance - NBFC,Gujarat  Lease Financing Limited,India
GLOBAL.NS,NSE,Educational Institutions,Global Education Limited,India
GLOBALVECT.NS,NSE,Airlines,Global Vectra Helicorp Limited,India
GLOBE.NS,NSE,Textile,Globe Textiles ,India
GLOBOFFS.NS,NSE,Shipping,Global Offshore Services Limited,India
GLOBUSSPR.NS,NSE,Breweries & Distilleries,Globus Spirits Limited,India
GLS.NS,NSE,Pharmaceuticals & Drugs,Glenmark Life Sciences Limited,India
GMBREW.NS,NSE,Breweries & Distilleries,G.M.Breweries Limited,India
GMDCLTD.NS,NSE,Mining & Minerals,Gujarat Mineral Development Corporation Limited,India
GMMPFAUDLR.NS,NSE,Engineering - Industrial Equipments,GMM Pfaudler Limited,India
GMRINFRA.NS,NSE,Engineering - Construction,GMR Infrastructure Limited,India
GMRP&UI.NS,NSE,Not Available,GMR Power And Urban Infra Limited,India
GNA.NS,NSE,Auto Ancillary,G N A Axles Limited,India
GNFC.NS,NSE,Fertilizers,Gujarat Narmada Valley Fertilizers & Chemicals Limited,India
GOACARBON.NS,NSE,Carbon Black,Goa Carbon Limited,India
GOCLCORP.NS,NSE,Chemicals,GOCL CORPORATION L,India
GOCOLORS.NS,NSE,Retailing,Go Fashion ,India
GODFRYPHLP.NS,NSE,Cigarettes/Tobacco,Godfrey Phillips India Limited,India
GODHA.NS,NSE,Engineering - Industrial Equipments,Godha Cabcon & Insulation Limited,India
GODREJAGRO.NS,NSE,Consumer Food,Godrej Agrovet Limited,India
GODREJCP.NS,NSE,Household & Personal Products,Godrej Consumer Products Limited,India
GODREJIND.NS,NSE,Chemicals,Godrej Industries Limited,India
GODREJPROP.NS,NSE,Construction - Real Estate,Godrej Properties Limited,India
GOENKA.NS,NSE,Diamond  &  Jewellery,Goenka Diamond and Jewels Limited,India
GOKEX.NS,NSE,Textile,Gokaldas Exports Limited,India
GOKUL.NS,NSE,Edible Oil,Gokul Refoils & Solvent Ltd,India
GOKULAGRO.NS,NSE,Edible Oil,Gokul Agro Resources Limited,India
GOLDENTOBC.NS,NSE,Cigarettes/Tobacco,Golden Tobacco Limited,India
GOLDIAM.NS,NSE,Diamond  &  Jewellery,Goldiam International Limited,India
GOLDSTAR.SM.NS,NSE,Not Available,GOLDSTAR POWER LTD,India
GOLDTECH.NS,NSE,IT - Software,Goldstone Technologies Limited,India
GOODLUCK.NS,NSE,Steel & Iron Products,Goodluck India Limited,India
GOODYEAR.NS,NSE,Tyres & Allied,Goodyear India Limited,India
GOYALALUM.NS,NSE,Trading,Goyal Aluminiums Limited,India
GPIL.NS,NSE,Steel & Iron Products,Godawari Power & Ispat Limited,India
GPPL.NS,NSE,Port,Gujarat Pipavav Port Limited,India
GPTINFRA.NS,NSE,Engineering - Construction,GPT Infraprojects Limited,India
GRANULES.NS,NSE,Pharmaceuticals & Drugs,Granules India Limited,India
GRAPHITE.NS,NSE,Electrodes & Welding Equipment,Graphite India Limited,India
GRASIM.NS,NSE,Diversified,Grasim Industries Limited,India
GRAUWEIL.NS,NSE,Chemicals,Grauer & Weil ,India
GRAVITA.NS,NSE,Metal - Non Ferrous,Gravita India Limited,India
GRCL.SM.NS,NSE,Not Available,GAYATRI RUBBERS &,India
GREAVESCOT.NS,NSE,Diesel Engines,Greaves Cotton Limited,India
GREENLAM.NS,NSE,Laminates/Decoratives,Greenlam Industries Limited,India
GREENPANEL.NS,NSE,Wood & Wood Products,Greenpanel Industries Limited,India
GREENPLY.NS,NSE,Wood & Wood Products,Greenply Industries Limited,India
GREENPOWER.NS,NSE,Power Generation/Distribution,Orient Green Power Company Limited,India
GRINDWELL.NS,NSE,Abrasives,Grindwell Norton Limited,India
GRINFRA.NS,NSE,Engineering - Construction,G R Infraprojects Limited,India
GRMOVER.NS,NSE,Consumer Food,GRM Overseas Limited,India
