Symbol,Exchange,Sector,Company name,Country
KICL.NS,NSE,Finance - Investment,Kalyani Investment Company Limited,India
KILITCH.NS,NSE,Pharmaceuticals & Drugs,Kilitch Drugs ,India
KIMS.NS,NSE,Hospital & Healthcare Services,Krishna Institute of Medical Sciences Limited,India
KINGFA.NS,NSE,Plastic Products,Kingfa Science & Technology ,India
KIOCL.NS,NSE,Mining & Minerals,KIOCL Limited,India
KIRIINDUS.NS,NSE,Dyes & Pigments,Kiri Industries Limited,India
KIRLFER.NS,NSE,Castings/Forgings,Kirloskar Ferrous Industries Limited,India
KIRLOSBROS.NS,NSE,Engineering - Industrial Equipments,Kirloskar Brothers Limited,India
KIRLOSENG.NS,NSE,Engineering - Industrial Equipments,Kirloskar Oil Engines Limited,India
KIRLOSIND.NS,NSE,Engineering - Industrial Equipments,Kirloskar Industries Limited,India
KITEX.NS,NSE,Textile,Kitex Garments Limited,India
KKCL.NS,NSE,Textile,Kewal Kiran Clothing Limited,India
KMSUGAR.NS,NSE,Sugar,K.M. Sugar Mills Limited,India
KNAGRI.SM.NS,NSE,Not Available,KN AGRI RESOURCES,India
KNRCON.NS,NSE,Engineering - Construction,KNR Constructions Limited,India
KOHINOOR.NS,NSE,Consumer Food,Kohinoor Foods Ltd.,India
KOKUYOCMLN.NS,NSE,Printing & Stationery,Kokuyo Camlin Limited,India
KOLTEPATIL.NS,NSE,Construction - Real Estate,Kolte-Patil Developers Limited,India
KOPRAN.NS,NSE,Pharmaceuticals & Drugs,Kopran Limited,India
KORE.SM.NS,NSE,Not Available,JAY JALARAM TECHNO,India
KOTAKBANK.NS,NSE,Bank - Private,Kotak Mahindra Bank Limited,India
KOTAKCONS.NS,NSE,Finology One,Kotak NIFTY India Consumption ETF,India
KOTAKLIQ.NS,NSE,Finology One,Kotak Mahindra Mutual Fund - Kotak Nifty 1d Rate Liquid Etf,India
KOTAKLOVOL.NS,NSE,Finology One,Kotak Nifty 100 Low Vol 30 ETF,India
KOTAKMID50.NS,NSE,Finology One,Kotak Mahindra Mutual Fund - Kotak Midcap 50 Etf,India
KOTAKMNC.NS,NSE,Finology One,Kotak Nifty MNC ETF,India
KOTAKSILVE.NS,NSE,Finology One,Kotak Mahindra Mutual Fund - Kotak Silver ETF Fund,India
KOTARISUG.NS,NSE,Sugar,Kothari Sugars and Chemicals Limited,India
KOTHARIPET.NS,NSE,Petrochemicals,Kothari Petrochemicals Limited,India
KOTHARIPRO.NS,NSE,Trading,Kothari Products Limited,India
KOTYARK.SM.NS,NSE,Not Available,KOTYARK INDUSTRIES,India
KOVAI.NS,NSE,Hospital & Healthcare Services,Kovai Medical Center and Hospital Limited,India
KPIGLOBAL.NS,NSE,Finology One,K.P.I. Global Infrastructure Limited,India
KPIGREEN.NS,NSE,Engineering - Industrial Equipments,KPI Green Energy Limited,India
KPITTECH.NS,NSE,IT - Software,KPIT Technologies Limited,India
KPRMILL.NS,NSE,Textile,K.P.R. Mill Limited,India
KRBL.NS,NSE,Consumer Food,KRBL Limited,India
KREBSBIO.NS,NSE,Pharmaceuticals & Drugs,Krebs Biochemicals & Industries Limited,India
KRIDHANINF.NS,NSE,Steel & Iron Products,Kridhan Infra Limited,India
KRISHANA.NS,NSE,Fertilizers,Krishana Phoschem Limited,India
KRISHIVAL.SM.NS,NSE,Not Available,EMPYREAN CASHEWS L,India
KRISHNADEF.SM.NS,NSE,Not Available,KRISHNA DEFENCE AN,India
KRITI.NS,NSE,Plastic Products,Kriti Industries ,India
KRITIKA.NS,NSE,Steel & Iron Products,Kritika Wires Limited,India
KRITINUT.NS,NSE,Edible Oil,Kriti Nutrients Limited,India
KRSNAA.NS,NSE,Hospital & Healthcare Services,Krsnaa Diagnostics Limited,India
KSB.NS,NSE,Engineering - Industrial Equipments,KSB Limited,India
KSCL.NS,NSE,Agriculture,Kaveri Seed Company Limited,India
KSERASERA.NS,NSE,Finology One,KSS Limited,India
KSHITIJPOL.NS,NSE,Plastic Products,Kshitij Polyline Limited,India
KSK.NS,NSE,Finology One,KSK Energy Ventures Limited,India
KSL.NS,NSE,Steel & Iron Products,Kalyani Steels Limited,India
KSOLVES.NS,NSE,IT - Software,Ksolves India Limited,India
KSOLVES.SM.NS,NSE,Not Available,KSOLVES INDIA LTD,India
KTKBANK.NS,NSE,Bank - Private,The Karnataka Bank Limited,India
KUANTUM.NS,NSE,Paper & Paper Products,Kuantum Papers Limited,India
LAGNAM.NS,NSE,Textile,Lagnam Spintex Limited,India
LAKPRE.NS,NSE,Fasteners,Lakshmi Precision Screws Limited,India
LAKSHVILAS.NS,NSE,Finology One,The Lakshmi Vilas Bank Limited,India
LALPATHLAB.NS,NSE,Hospital & Healthcare Services,Dr. Lal PathLabs Limited,India
LAMBODHARA.NS,NSE,Textile - Spinning,Lambodhara Textiles Limited,India
LANCER.NS,NSE,Logistics,LANCER CONTAINER L,India
LANDMARK.NS,NSE,Trading,Landmark Cars Limited,India
LAOPALA.NS,NSE,Glass,La Opala RG Limited,India
LASA.NS,NSE,Pharmaceuticals & Drugs,Lasa Supergenerics Limited,India
LATENTVIEW.NS,NSE,Miscellaneous,Latent View Analytics Limited,India
LATTEYS.SM.NS,NSE,Not Available,LATTEYS INDUSTRIES,India
LAURUSLABS.NS,NSE,Pharmaceuticals & Drugs,Laurus Labs Limited,India
LAXMICOT.NS,NSE,Textile - Spinning,Laxmi Cotspin Limited,India
LAXMIMACH.NS,NSE,Textile - Machinery,Lakshmi Machine Works Limited,India
LCCINFOTEC.NS,NSE,IT - Education,LCC Infotech Limited,India
LEMERITE.SM.NS,NSE,Not Available,LE MERITE EXPORTS,India
LEMERITE.ST.NS,NSE,Not Available,Le Merite Exports Limited,India
LEMONTREE.NS,NSE,"Hotel, Resort & Restaurants",Lemon Tree Hotels Limited,India
LEXUS.SM.NS,NSE,Not Available,LEXUS GRANITO ,India
LFIC.NS,NSE,Finance - NBFC,Lakshmi Finance & Industrial Corporation Limited,India
LGBBROSLTD.NS,NSE,Auto Ancillary,L.G. Balakrishnan & Bros Limited,India
LGBFORGE.NS,NSE,Forgings,LGB Forge Limited,India
LIBAS.NS,NSE,Textile,Libas Designs Limited,India
LIBERTSHOE.NS,NSE,Footwear,Liberty Shoes Limited,India
LICHSGFIN.NS,NSE,Finance - Housing,LIC Housing Finance Limited,India
LICI.NS,NSE,Insurance,Life Insurance Corporation of India,India
LIKHITHA.NS,NSE,Engineering - Construction,Likhitha Infrastructure Limited,India
LINC.NS,NSE,Printing & Stationery,Linc Limited,India
LINCOLN.NS,NSE,Pharmaceuticals & Drugs,Lincoln Pharmaceuticals Limited,India
LINDEINDIA.NS,NSE,Industrial  Gases & Fuels,Linde India Limited,India
LLOYDS.SM.NS,NSE,Not Available,LLOYDS LUXURIES LI,India
LODHA.NS,NSE,Construction - Real Estate,Macrotech Developers Limited,India
LOKESHMACH.NS,NSE,Engineering,Lokesh Machines Limited,India
LOTUSEYE.NS,NSE,Hospital & Healthcare Services,Lotus Eye Hospital and Institute Limited,India
LOVABLE.NS,NSE,Textile,Lovable Lingerie Limited,India
LOYALTEX.NS,NSE,Textile,Loyal Textile Mills Limited,India
LPDC.NS,NSE,Construction - Real Estate,Landmark Property Development Company Limited,India
LRRPL.ST.NS,NSE,Not Available,Lead Rec And Rub Prod Ltd,India
LSIL.NS,NSE,Engineering - Industrial Equipments,Lloyds Steels Industries Limited,India
LT.NS,NSE,Engineering - Construction,Larsen & Toubro Limited,India
L&TFH.NS,NSE,Not Available,L&T Finance Holdings Limited,India
LTGILTBEES.NS,NSE,Finology One,Nippon India Mutual Fund - Nippon India ETF Long Term Gilt,India
LTIM.NS,NSE,IT - Software,LTIMindtree Limited,India
LTTS.NS,NSE,IT - Software,L&T Technology Services Limited,India
LUMAXIND.NS,NSE,Auto Ancillary,Lumax Industries Limited,India
LUMAXTECH.NS,NSE,Auto Ancillary,Lumax Auto Technologies Limited,India
LUPIN.NS,NSE,Pharmaceuticals & Drugs,Lupin Limited,India
LUXIND.NS,NSE,Textile,Lux Industries Limited,India
LXCHEM.NS,NSE,Chemicals,Laxmi Organic Industries Limited,India
LYKALABS.NS,NSE,Pharmaceuticals & Drugs,Lyka Labs Limited,India
LYPSAGEMS.NS,NSE,Trading,Lypsa Gems & Jewellery Limited,India
MAANALU.NS,NSE,Aluminium & Aluminium Products,Maan Aluminium Limited,India
MACPOWER.NS,NSE,Engineering - Industrial Equipments,Macpower CNC Machines Limited,India
MADHAV.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Madhav Marbles and Granites Limited,India
MADHAVBAUG.SM.NS,NSE,Not Available,VAIDYA SANE AYURVE,India
MADHUCON.NS,NSE,Engineering - Construction,Madhucon Projects Limited,India
MADRASFERT.NS,NSE,Fertilizers,Madras Fertilizers Limited,India
MAGADSUGAR.NS,NSE,Sugar,Magadh Sugar & Energy Limited,India
MAGNUM.NS,NSE,Paper & Paper Products,Magnum Ventures Limited,India
MAGOLDETF.NS,NSE,Finology One,Mirae Asset Mutual Fund - Mirae Asset Gold Etf,India
MAHABANK.NS,NSE,Bank - Public,Bank of Maharashtra,India
MAHAPEXLTD.NS,NSE,Finance - Investment,Maha Rashtra Apex Corporation Limited,India
MAHASTEEL.NS,NSE,Steel & Iron Products,Mahamaya Steel Industries Limited,India
MAHEPC.NS,NSE,Engineering - Industrial Equipments,Mahindra EPC Irrigation Limited,India
MAHESHWARI.NS,NSE,Logistics,Maheshwari Logistics Limited,India
MAHICKRA.SM.NS,NSE,Not Available,MAHICKRA CHEMICALS,India
MAHINDCIE.NS,NSE,Forgings,Mahindra CIE Automotive Limited,India
MAHLIFE.NS,NSE,Construction - Real Estate,Mahindra Lifespace Developers Limited,India
MAHLOG.NS,NSE,Logistics,Mahindra Logistics Limited,India
MAHSCOOTER.NS,NSE,Auto Ancillary,Maharashtra Scooters Ltd.,India
MAHSEAMLES.NS,NSE,Steel & Iron Products,Maharashtra Seamless Limited,India
MAITHANALL.NS,NSE,Ferro & Silica Manganese,Maithan Alloys Limited,India
MAKS.SM.NS,NSE,Not Available,MAKS ENERGY SOLUTI,India
MALLCOM.NS,NSE,Miscellaneous,Mallcom ,India
MALUPAPER.NS,NSE,Paper & Paper Products,Malu Paper Mills Limited,India
MAM150ETF.NS,NSE,Finology One,Mirae Asset Nifty Midcap 150 ETF,India
MANAKALUCO.NS,NSE,Aluminium & Aluminium Products,Manaksia Aluminium Company Limited,India
MANAKCOAT.NS,NSE,Steel & Iron Products,Manaksia Coated Metals & Industries Limited,India
MANAKSIA.NS,NSE,Trading,Manaksia Limited,India
MANAKSTEEL.NS,NSE,Steel & Iron Products,Manaksia Steels Limited,India
MANALIPETC.NS,NSE,Chemicals,Manali Petrochemicals Limited,India
MANAPPURAM.NS,NSE,Finance - NBFC,Manappuram Finance Limited,India
MANGALAM.NS,NSE,Pharmaceuticals & Drugs,Mangalam Drugs & Organics Limited,India
MANGCHEFER.NS,NSE,Fertilizers,Mangalore Chemicals & Fertilizers Limited,India
MANGLMCEM.NS,NSE,Cement & Construction Materials,Mangalam Cement Limited,India
MANINDS.NS,NSE,Castings/Forgings,Man Industries ,India
MANINFRA.NS,NSE,Engineering - Construction,Man Infraconstruction Limited,India
MANOMAY.NS,NSE,Textile - Weaving,Manomay Tex India Ltd,India
MANORAMA.NS,NSE,Solvent  Extraction,Manorama Industries Limited,India
MANORG.NS,NSE,Chemicals,Mangalam Organics Limited,India
MANPASAND.NS,NSE,Finology One,Manpasand Beverages Limited,India
MANUGRAPH.NS,NSE,Engineering - Industrial Equipments,Manugraph India Limited,India
MANYAVAR.NS,NSE,Textile,Vedant Fashions Limited,India
MAPMYINDIA.NS,NSE,IT - Software,CE Info Systems Ltd.,India
MARALOVER.NS,NSE,Textile - Spinning,Maral Overseas Limited,India
MARATHON.NS,NSE,Construction - Real Estate,Marathon Nextgen Realty Limited,India
MARICO.NS,NSE,Consumer Food,Marico Limited,India
MARINE.NS,NSE,Engineering - Industrial Equipments,Marine Electricals ,India
MARKSANS.NS,NSE,Pharmaceuticals & Drugs,Marksans Pharma Limited,India
MARSHALL.NS,NSE,Engineering - Industrial Equipments,Marshall Machines Limited,India
MARUTI.NS,NSE,Automobiles - Passenger Cars,Maruti Suzuki India Limited,India
MASFIN.NS,NSE,Finance Term Lending,MAS Financial Services Limited,India
MASKINVEST.NS,NSE,Finance - Investment,Mask Investments Limited,India
MASTEK.NS,NSE,IT - Software,Mastek Limited,India
MATRIMONY.NS,NSE,BPO/ITeS,Matrimony.com Limited,India
MAWANASUG.NS,NSE,Sugar,Mawana Sugars Limited,India
MAXHEALTH.NS,NSE,Hospital & Healthcare Services,Max Healthcare Institute Limited,India
MAXIND.NS,NSE,Finance - Investment,Max India Limited,India
MAXVIL.NS,NSE,Finance - Investment,Max Ventures and Industries Limited,India
MAYURUNIQ.NS,NSE,Textile,Mayur Uniquoters Limited,India
MAZDA.NS,NSE,Engineering - Industrial Equipments,Mazda Limited,India
MAZDOCK.NS,NSE,Ship Building,Mazagon Dock Shipbuilders Limited,India
MBAPL.NS,NSE,Fertilizers,Madhya Bharat Agro Products Limited,India
MBECL.NS,NSE,Engineering - Construction,McNally Bharat Engineering Company Limited,India
MBLINFRA.NS,NSE,Engineering - Construction,MBL Infrastructures Limited,India
MC1RG.MF.NS,NSE,Not Available,SUNDARAM MUTUAL FU,India
MCDHOLDING.NS,NSE,Finology One,McDowell Holdings Limited,India
MCDOWELL.N.NS,NSE,Not Available,United Spirits Limited,India
MCL.NS,NSE,Metal - Non Ferrous,Madhav Copper Limited,India
MCLEODRUSS.NS,NSE,Tea/Coffee,McLeod Russel India Limited,India
MCX.NS,NSE,Finance - Stock Broking,Multi Commodity Exchange of India Limited,India
MDL.SM.NS,NSE,Not Available,MARVEL DECOR LTD,India
MEDANTA.NS,NSE,Hospital & Healthcare Services,Global Health Limited,India
MEDICAMEQ.NS,NSE,Pharmaceuticals & Drugs,Medicamen Biotech Limited,India
MEDICO.NS,NSE,Pharmaceuticals & Drugs,Medico Remedies Limited,India
MEDPLUS.NS,NSE,Pharmaceuticals & Drugs,MedPlus Health Services Limited,India
MEGAFLEX.SM.NS,NSE,Not Available,MEGA FLEX PLASTICS,India
MEGASOFT.NS,NSE,IT - Software,Megasoft Limited,India
MEGASTAR.NS,NSE,Consumer Food,Megastar Foods Limited,India
MEGH.NS,NSE,Finology One,Meghmani Organics Limited,India
MELSTAR.NS,NSE,IT - Software,Melstar Information Technologies Limited,India
MENONBE.NS,NSE,Bearings,Menon Bearings Limited,India
MEP.NS,NSE,Engineering - Construction,MEP Infrastructure Developers Limited,India
MERCATOR.NS,NSE,Shipping,Mercator Limited,India
METALFORGE.NS,NSE,Forgings,Metalyst Forgings Limited,India
METKORE.NS,NSE,Finology One,Metkore Alloys & Industries Limited,India
METROBRAND.NS,NSE,Retailing,Metro Brands Limited,India
METROPOLIS.NS,NSE,Hospital & Healthcare Services,Metropolis Healthcare Limited,India
MFL.NS,NSE,Chemicals,Meghmani Finechem Limited,India
MFSL.NS,NSE,Finance - Others,Max Financial Services Limited,India
MGEL.NS,NSE,Agriculture,Mangalam Global Enterprise Limited,India
MGL.NS,NSE,Gas Transmission/Marketing,Mahanagar Gas Limited,India
MHHL.SM.NS,NSE,Not Available,MOHINI HEALTH & HY,India
MHLXMIRU.NS,NSE,Textile,Mahalaxmi Rubtech Limited,India
MHRIL.NS,NSE,"Hotel, Resort & Restaurants",Mahindra Holidays & Resorts India Limited,India
MICEL.NS,NSE,Electric Equipment,MIC Electronics Limited,India
MID150BEES.NS,NSE,Finology One,NIP IND ETF MIDCAP 150,India
MIDHANI.NS,NSE,Steel & Iron Products,Mishra Dhatu Nigam Limited,India
MINDACORP.NS,NSE,Auto Ancillary,Minda Corporation Limited,India
MINDAIND.NS,NSE,Finology One,Minda Industries Limited,India
MINDSPACE.RR.NS,NSE,Not Available,Mindspace Business P REIT,India
MINDTECK.NS,NSE,IT - Software,Mindteck ,India
MIRCELECTR.NS,NSE,Consumer Durables - Electronics,MIRC Electronics Limited,India
MIRZAINT.NS,NSE,Footwear,Mirza International Limited,India
MITCON.NS,NSE,Miscellaneous,MITCON Consultancy & Engineering Services Limited,India
MITTAL.NS,NSE,Trading,Mittal Life Style Ltd,India
MKPL.SM.NS,NSE,Not Available,M K PROTEINS LTD,India
M&M.NS,NSE,Not Available,Mahindra & Mahindra Limited,India
M&MFIN.NS,NSE,Not Available,Mahindra & Mahindra Financial Services Limited,India
MMFL.NS,NSE,Forgings,M M Forgings Limited,India
MMP.NS,NSE,Aluminium & Aluminium Products,MMP Industries Limited,India
MMTC.NS,NSE,Trading,MMTC Limited,India
MODIRUBBER.NS,NSE,Miscellaneous,Modi Rubber Limited,India
MODISNME.NS,NSE,Finology One,Modison Metals Limited,India
MODISONLTD.NS,NSE,Electric Equipment,Modison Limited,India
MOHEALTH.NS,NSE,Finology One,Motilal Oswal S&P BSE Healthcare ETF,India
MOHITIND.NS,NSE,Textile,Mohit Industries Limited,India
MOHOTAIND.NS,NSE,Textile,Mohota Industries Limited,India
MOIL.NS,NSE,Mining & Minerals,MOIL Limited,India
MOKSH.NS,NSE,Diamond  &  Jewellery,Moksh Ornaments Limited,India
MOL.NS,NSE,Chemicals,Meghmani Organics Limited,India
MOLDTECH.NS,NSE,Engineering,Mold-Tek Technologies Limited,India
MOLDTKPAC.NS,NSE,Plastic Products,Mold-Tek Packaging Limited,India
MOLOWVOL.NS,NSE,Finology One,Motilal Oswal S&P BSE Low Volatility ETF,India
MOMENTUM.NS,NSE,Finology One,Aditya Birla Sun Life Nifty 200 Momentum 30 ETF,India
MOMOMENTUM.NS,NSE,Finology One,Motilal Oswal AMC Ltd. - Motilal Oswal Mutual Fund - Motilal Oswal Nifty 200 Momentum 30 ETF,India
MONARCH.NS,NSE,Finance - Stock Broking,Monarch Networth Capital Limited,India
MONTECARLO.NS,NSE,Textile,Monte Carlo Fashions Limited,India
MOQUALITY.NS,NSE,Finology One,Motilal Oswal S&P BSE Quality ETF,India
MORARJEE.NS,NSE,Textile - Weaving,Morarjee Textiles Limited,India
MOREPENLAB.NS,NSE,Pharmaceuticals & Drugs,Morepen Laboratories Limited,India
MOTHERSON.NS,NSE,Auto Ancillary,Samvardhana Motherson International Limited,India
MOTHERSUMI.NS,NSE,Finology One,Motherson Sumi Systems Limited,India
MOTILALOFS.NS,NSE,Finance - Stock Broking,Motilal Oswal Financial Services Limited,India
MOTOGENFIN.NS,NSE,Finance - NBFC,The Motor & General Finance Limited,India
MOVALUE.NS,NSE,Finology One,Motilal Oswal S&P BSE Enhanced Value ETF,India
MOXSH.SM.NS,NSE,Not Available,MOXSH OVERSEAS EDU,India
MPHASIS.NS,NSE,IT - Software,Mphasis Limited,India
MPSLTD.NS,NSE,Printing And Publishing,MPS Limited,India
MPTODAY.SM.NS,NSE,Not Available,MADHYA PRADESH TOD,India
MRF.NS,NSE,Tyres & Allied,MRF Limited,India
MRO.TEK.NS,NSE,Not Available,MRO-TEK Realty Limited,India
MRPL.NS,NSE,Refineries,Mangalore Refinery and Petrochemicals Limited,India
MSPL.NS,NSE,Steel & Iron Products,MSP Steel & Power Limited,India
MSTCLTD.NS,NSE,Trading,MSTC Limited,India
MSUMI.NS,NSE,Steel & Iron Products,Motherson Sumi Wiring India Limited,India
MTARTECH.NS,NSE,Engineering,MTAR Technologies Limited,India
MTEDUCARE.NS,NSE,Educational Institutions,MT Educare Limited,India
MTNL.NS,NSE,Telecommunication - Service  Provider,Mahanagar Telephone Nigam Limited,India
MUKANDENGG.NS,NSE,Finology One,Mukand Engineers Limited,India
MUKANDLTD.NS,NSE,Steel & Iron Products,Mukand Limited,India
MUKTAARTS.NS,NSE,"Film Production, Distribution & Entertainment",Mukta Arts Limited,India
MUNJALAU.NS,NSE,Auto Ancillary,Munjal Auto Industries Limited,India
MUNJALSHOW.NS,NSE,Auto Ancillary,Munjal Showa Limited,India
MURUDCERA.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,Murudeshwar Ceramics Ltd.,India
MUTHOOTCAP.NS,NSE,Finance - NBFC,Muthoot Capital Services Limited,India
MUTHOOTFIN.NS,NSE,Finance - NBFC,Muthoot Finance Limited,India
MWL.SM.NS,NSE,Not Available,MANGALAM WORLDWIDE,India
NACLIND.NS,NSE,Pesticides & Agrochemicals,NACL Industries Limited,India
NAGAFERT.NS,NSE,Fertilizers,Nagarjuna Fertilizers and Chemicals Limited,India
NAGREEKCAP.NS,NSE,Finance - NBFC,Nagreeka Capital & Infrastructure Ltd.,India
NAGREEKEXP.NS,NSE,Textile - Spinning,Nagreeka Exports Limited,India
NAHARCAP.NS,NSE,Finance - NBFC,Nahar Capital and Financial Services Limited,India
NAHARINDUS.NS,NSE,Textile - Spinning,Nahar Industrial Enterprises Limited,India
NAHARPOLY.NS,NSE,Plastic Products,Nahar Poly Films Limited,India
NAHARSPING.NS,NSE,Textile - Spinning,Nahar Spinning Mills Ltd,India
NAM.INDIA.NS,NSE,Not Available,Nippon Life India Asset Management Limited,India
NARMADA.NS,NSE,Agriculture,Narmada Agrobase Limited,India
NATCOPHARM.NS,NSE,Pharmaceuticals & Drugs,NATCO Pharma Limited,India
NATHBIOGEN.NS,NSE,Agriculture,Nath Bio-Genes ,India
NATIONALUM.NS,NSE,Aluminium & Aluminium Products,National Aluminium Company Limited,India
NATNLSTEEL.NS,NSE,Steel & Iron Products,National Steel and Agro Industries Limited,India
NAUKRI.NS,NSE,BPO/ITeS,Info Edge ,India
NAVA.NS,NSE,Power Generation/Distribution,Nava Limited,India
NAVINFLUOR.NS,NSE,Chemicals,Navin Fluorine International Limited,India
NAVKARCORP.NS,NSE,Logistics,Navkar Corporation Limited,India
NAVNETEDUL.NS,NSE,Printing And Publishing,Navneet Education Limited,India
NAZARA.NS,NSE,IT - Software,Nazara Technologies Limited,India
NBCC.NS,NSE,Construction - Real Estate,NBCC ,India
NBIFIN.NS,NSE,Finance - NBFC,N.B.I. Industrial Finance Company Limited,India
NBVENTURES.NS,NSE,Finology One,Nava Bharat Ventures Limited,India
NCC.NS,NSE,Engineering - Construction,NCC Limited,India
NCLIND.NS,NSE,Cement & Construction Materials,NCL Industries Limited,India
NDGL.NS,NSE,Finance - Investment,Naga Dhunseri Group Limited,India
NDL.NS,NSE,Textile,Nandan Denim Limited,India
NDRAUTO.NS,NSE,Auto Ancillary,NDR Auto Components Limited,India
NDTV.NS,NSE,TV Broadcasting & Software Production,New Delhi Television Limited,India
NDTV.BL.NS,NSE,Not Available,NEW DELHI TELEVISI,India
NECCLTD.NS,NSE,Logistics,North Eastern Carrying Corporation Limited,India
NECLIFE.NS,NSE,Pharmaceuticals & Drugs,Nectar Lifesciences Limited,India
NELCAST.NS,NSE,Castings/Forgings,Nelcast Limited,India
NELCO.NS,NSE,IT - Hardware,Nelco Limited,India
NEOGEN.NS,NSE,Chemicals,Neogen Chemicals Limited,India
NESCO.NS,NSE,Engineering - Industrial Equipments,Nesco Limited,India
NESTLEIND.NS,NSE,Consumer Food,Nestle India Limited,India
NETWORK18.NS,NSE,TV Broadcasting & Software Production,Network18 Media & Investments Limited,India
NEULANDLAB.NS,NSE,Pharmaceuticals & Drugs,Neuland Laboratories Limited,India
NEWGEN.NS,NSE,IT - Software,Newgen Software Technologies Limited,India
NEXTMEDIA.NS,NSE,Printing And Publishing,Next Mediaworks Limited,India
NFL.NS,NSE,Fertilizers,National Fertilizers Limited,India
NGIL.NS,NSE,Consumer Food,Nakoda Group of Industries Limited,India
NGLFINE.NS,NSE,Pharmaceuticals & Drugs,NGL Fine-Chem Limited,India
NH.NS,NSE,Hospital & Healthcare Services,Narayana Hrudayalaya Limited,India
NHPC.NS,NSE,Power Generation/Distribution,NHPC Limited,India
NIACL.NS,NSE,Insurance,The New India Assurance Company Limited,India
NIBL.NS,NSE,Bearings,NRB Industrial Bearings Limited,India
NIDAN.SM.NS,NSE,Not Available,NIDAN LABORATORIES,India
NIF100BEES.NS,NSE,Finology One,NIP IND ETF NIFTY 100,India
NIFTYQLITY.NS,NSE,Finology One,Aditya Birla Sun Life Nifty 200 Quality 30 ETF,India
NIITLTD.NS,NSE,IT - Education,NIIT Limited,India
NILAINFRA.NS,NSE,Construction - Real Estate,Nila Infrastructures Limited,India
NILASPACES.NS,NSE,Construction - Real Estate,Nila Spaces Limited,India
NILKAMAL.NS,NSE,Plastic Products,Nilkamal Limited,India
NINSYS.NS,NSE,IT - Software,NINtec Systems Limited,India
NIPPOBATRY.NS,NSE,Batteries,Indo National Limited,India
NIRAJ.NS,NSE,Engineering - Construction,Niraj Cement Structurals Limited,India
NIRAJISPAT.NS,NSE,Finology One,Niraj Ispat Industries Limited,India
NITCO.NS,NSE,Ceramics/Marble/Granite/Sanitaryware,NITCO Limited,India
NITINFIRE.NS,NSE,Finology One,Nitin Fire Protection Industries Limited,India
NITINSPIN.NS,NSE,Textile - Spinning,Nitin Spinners Limited,India
NITIRAJ.NS,NSE,Engineering - Industrial Equipments,Nitiraj Engineers Limited,India
NKIND.NS,NSE,Edible Oil,N.K Industries Limited,India
NLCINDIA.NS,NSE,Power Generation/Distribution,NLC India Limited,India
NMDC.NS,NSE,Mining & Minerals,NMDC Limited,India
NOCIL.NS,NSE,Chemicals,NOCIL Limited,India
NOIDATOLL.NS,NSE,Engineering - Construction,Noida Toll Bridge Company Limited,India
NORBTEAEXP.NS,NSE,Tea/Coffee,Norben Tea & Exports Limited,India
NOVARTIND.NS,NSE,Trading,Novartis India Limited,India
NPST.SM.NS,NSE,Not Available,NETWORK PEOPLE SER,India
NRAIL.NS,NSE,Paper & Paper Products,N R Agarwal Industries Limited,India
NRBBEARING.NS,NSE,Bearings,NRB Bearings Limited,India
NRL.NS,NSE,Trading,Nupur Recyclers Limited,India
NSIL.NS,NSE,Finance - Investment,Nalwa Sons Investments Limited,India
NSLNISP.NS,NSE,Steel & Iron Products,NMDC Steel Limited,India
NTL.NS,NSE,Finology One,Neueon Towers Limited,India
NTPC.NS,NSE,Power Generation/Distribution,NTPC Limited,India
NUCLEUS.NS,NSE,IT - Software,Nucleus Software Exports Limited,India
NURECA.NS,NSE,Trading,Nureca Limited,India
NUVOCO.NS,NSE,Cement & Construction Materials,Nuvoco Vistas Corporation Limited,India
NV20BEES.NS,NSE,Finology One,NIP IND ETF ETF NV20,India
NXTDIGITAL.NS,NSE,TV Broadcasting & Software Production,Nxtdigital Limited,India
NYKAA.NS,NSE,e-Commerce,FSN E-Commerce Ventures Limited,India
NYKAA.BL.NS,NSE,Not Available,FSN E Commerce Ventures,India
OAL.NS,NSE,Chemicals,Oriental Aromatics Limite,India
OBCL.NS,NSE,Logistics,Orissa Bengal Carrier Limited,India
OBEROIRLTY.NS,NSE,Construction - Real Estate,Oberoi Realty Limited,India
OCCL.NS,NSE,Chemicals,Oriental Carbon & Chemicals Limited,India
OFSS.NS,NSE,IT - Software,Oracle Financial Services Software Limited,India
OIL.NS,NSE,Oil Exploration,Oil India Limited,India
OILCOUNTUB.NS,NSE,Steel & Iron Products,Oil Country Tubular Limited,India
OISL.NS,NSE,Finology One,OCL Iron and Steel Limited,India
OLECTRA.NS,NSE,Electronics - Components,Olectra Greentech Limited,India
OMAXAUTO.NS,NSE,Trading,Omax Autos Limited,India
OMAXE.NS,NSE,Construction - Real Estate,Omaxe Limited,India
OMFURN.SM.NS,NSE,Not Available,OMFURN INDIA LTD,India
OMINFRAL.NS,NSE,Engineering - Construction,Om Infra Limited,India
OMKARCHEM.NS,NSE,Chemicals,Omkar Speciality Chemicals Limited,India
ONELIFECAP.NS,NSE,Finance - Investment,Onelife Capital Advisors Limited,India
ONEPOINT.NS,NSE,BPO/ITeS,One Point One Solutions Limited,India
